Title,CompanyName,CompanyIndustry,CompanySize,VolunteerExperience,VolunteerEducation,CompanyLocation,CompanyPayment,CompanyWorktype,EmploymentType,Benefits,Link
[2교대] 건축자재 생산직 기계설비 OP 또는 단순용접 ,주식회사위드잡덕신지점,육상 금속 골조 구조재 제조업,,관계없음,학력무관,"충청남도   천안시  동남구 수신면 수신로 485-34, .","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 11,000원",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    통근버스제공
                    
                    
                    
                      식사제공(3식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K172112402270028&rtnTarget=list1
보차도용 콘크리트 인터로킹 블록 제조관련 현장인원 구인공고 ,주식회사 광장씨엔씨,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",중소기업,관계없음,학력무관,경기도   안성시  죽산면 걸미로 145-37,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151132402270015&rtnTarget=list2
생산직 직원 모집합니다(단순업무/입식/잔업필수) ,（주）대신하이테크,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",중소기업,관계없음,학력무관,경기도   부천시  오정구 오정로96번길 83  (삼정동),"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151232402270014&rtnTarget=list3
수출용 목상자 제작 생산직 사원 모집 ,주식회사에스피엘코리아,목재 및 나무제품 제조업; 가구 제외,중소기업,관계없음,학력무관,경기도   화성시  정남면 서봉로 823-9,"월급
                  
                    
                      230만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    차량유지비제공
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151152402270037&rtnTarget=list4
뉴그린창신(주) 생산직원 모집 ,뉴그린창신(주),"금속 문, 창, 셔터 및 관련제품 제조업",중소기업,관계없음,학력무관,"충청북도   음성군  음성읍 중리길43번길 52, 뉴그린창신(주)","월급
                  
                    
                      210만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 300만원",주 5일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K171252402270012&rtnTarget=list5
총무 사무원 채용 ,디에스스틸주식회사,도장 및 기타 피막처리업,중소기업,관계없음,학력무관,"충청남도   천안시  서북구 성거읍 천흥8길 18-9, 디에스스틸(주)","월급
                  
                    
                      250만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(3식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K172112402270016&rtnTarget=list6
"화장품 포장 생산직 사원 모집[주52시간 기준 월296만,기본급214만/상여금200%별도]-3월15일 병점역앞 /향남본사 상설면접 접수중 ","케이에스팩주식회사(KSPACK,INC.)",포장 및 충전업,중소기업,관계없음,학력무관,"경기도   평택시  청북읍 고렴산단로 51, 게이에스팩(주) 통근버스운행:송탄,평택,안중","월급
                  
                    
                      214만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,통근버스제공,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJK6002402270006&rtnTarget=list7
"강화섬김치에서 김치류 제조 생산직(전처리, 속넣기, 포장작업) 모집합니다. ",강화섬김치,과실 및 그 외 채소 절임식품 제조업,,관계없음,학력무관,인천광역시   강화군  선원면 시리미로237번길 1,"월급
                  
                    
                      206만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 206만원",주 5일 근무,기간의 정함이 있는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K150122402270002&rtnTarget=list8
농업 단순 노무자 ,지트농장,시설작물 재배업,,관계없음,학력무관,"경기도   포천시  창수면 옥수로327번길 28, 주원리 504,511,1513-1외","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 6일 근무,기간의 정함이 없는 근로계약,기숙사제공,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151522402270007&rtnTarget=list9
공무 직원 모집 (산업용 강화유리 공장) ,서울안전유리주식회사,기타 판유리 가공품 제조업,중소기업,"경력
	                 	
	                 	   (최소 4년 0 개월 이상)
	                  	
                  
                  우대",학력무관,충청북도   음성군  대소면 대물로 70-21,"월급
                  
                    
                      206만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 250만원",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    차량유지비제공
                    
                    
                      식사제공(2식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K171252402270003&rtnTarget=list10
[대기업/신도림] 발주처 외국인비서 채용(사우디PJ/영어가능자) ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=46456071&rtnTarget=list1&pageIndex=67&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@dd185233&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
해외이사 전문가 모집 ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CIN&iorgGbcd=CIN&callPage=detail&wantedAuthNo=2402270003897&rtnTarget=list2&pageIndex=67&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@dd185233&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
